"temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3"
0.363212102238366,0.362122965072185,0.545856788360163,0.3639432243106,0.360256675490956,0.54565293500388,0.475237465844967,0.476929576456244,0.554826183828488,0.372596422300024,0.373385625153352,0.523903441678488
