"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
0.312687017257029,0.311088029882147,0.490278538115145,0.313149488419788,0.311305802106607,0.491216511914937,0.438704183491807,0.437563340967184,0.497959205200024,0.367196930792598,0.365875491984773,0.488582395675725
