"temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3","temp3"
0.413737187219703,0.413157900262223,0.601435038605181,0.414736960201412,0.409207548875305,0.600089358092824,0.511770748198128,0.516295811945304,0.611693162456952,0.37799591380745,0.380895758321932,0.559224487681252
